comuna;region;year;month;day;str_date;n_contadores;count_1;count_2
LA SERENA;4;2018;4;16;16-4-2018;3;591;0
TALAGANTE;13;2018;4;16;16-4-2018;3;837;0
BUIN;13;2018;4;16;16-4-2018;1;710;0
COPIAPO;3;2018;4;16;16-4-2018;8;2472;0
SANTA CRUZ;6;2018;4;16;16-4-2018;1;325;0
RANCAGUA;6;2018;4;16;16-4-2018;1;745;0
PUERTO AYSÉN;11;2018;4;16;16-4-2018;11;174;0
VALDIVIA;14;2018;4;17;17-4-2018;4;736;0
OSORNO;10;2018;4;17;17-4-2018;4;942;0
PUERTO MONTT;10;2018;4;17;17-4-2018;4;262;0
ARICA;15;2018;4;17;17-4-2018;7;2406;0
Temuco;9;2018;4;17;17-4-2018;6;2858;0
VILLARICA;9;2018;4;17;17-4-2018;4;265;0
TEMUCO;9;2018;4;17;17-4-2018;10;2740;0
VICTORIA;9;2018;4;17;17-4-2018;3;667;0
HUALPÉN;8;2018;4;17;17-4-2018;1;5;0
TALCAHUANO;8;2018;4;17;17-4-2018;3;472;0
LOS ANGELES;8;2018;4;17;17-4-2018;2;659;0
CONCEPCION;8;2018;4;17;17-4-2018;2;1808;0
CORONEL;8;2018;4;17;17-4-2018;2;626;0
PUNTA ARENAS;12;2018;4;17;17-4-2018;6;450;0
PUERTO NATALES;12;2018;4;17;17-4-2018;6;549;0
ANTOFAGASTA;2;2018;4;17;17-4-2018;4;833;0
CALAMA;2;2018;4;17;17-4-2018;7;2549;0
LA SERENA;4;2018;4;17;17-4-2018;3;590;0
TALAGANTE;13;2018;4;17;17-4-2018;3;890;0
BUIN;13;2018;4;17;17-4-2018;1;787;0
COPIAPO;3;2018;4;17;17-4-2018;8;2612;0
SANTA CRUZ;6;2018;4;17;17-4-2018;1;289;0
RANCAGUA;6;2018;4;17;17-4-2018;1;693;0
PUERTO AYSÉN;11;2018;4;17;17-4-2018;11;328;0
VALDIVIA;14;2018;4;18;18-4-2018;4;752;0
OSORNO;10;2018;4;18;18-4-2018;4;987;0
PUERTO MONTT;10;2018;4;18;18-4-2018;4;211;0
ARICA;15;2018;4;18;18-4-2018;7;2587;0
Temuco;9;2018;4;18;18-4-2018;6;3133;0
VILLARICA;9;2018;4;18;18-4-2018;4;289;0
TEMUCO;9;2018;4;18;18-4-2018;10;2991;0
VICTORIA;9;2018;4;18;18-4-2018;3;737;0
HUALPÉN;8;2018;4;18;18-4-2018;1;7;0
TALCAHUANO;8;2018;4;18;18-4-2018;3;599;0
LOS ANGELES;8;2018;4;18;18-4-2018;2;622;0
CONCEPCION;8;2018;4;18;18-4-2018;2;1754;0
CORONEL;8;2018;4;18;18-4-2018;2;539;0
PUNTA ARENAS;12;2018;4;18;18-4-2018;6;279;0
PUERTO NATALES;12;2018;4;18;18-4-2018;6;364;0
ANTOFAGASTA;2;2018;4;18;18-4-2018;4;893;0
CALAMA;2;2018;4;18;18-4-2018;7;2830;0
LA SERENA;4;2018;4;18;18-4-2018;3;588;0
TALAGANTE;13;2018;4;18;18-4-2018;3;964;0
BUIN;13;2018;4;18;18-4-2018;1;781;0
COPIAPO;3;2018;4;18;18-4-2018;8;2576;0
SANTA CRUZ;6;2018;4;18;18-4-2018;1;305;0
RANCAGUA;6;2018;4;18;18-4-2018;1;728;0
PUERTO AYSÉN;11;2018;4;18;18-4-2018;11;261;0
VALDIVIA;14;2018;4;19;19-4-2018;4;628;0
OSORNO;10;2018;4;19;19-4-2018;4;879;0
PUERTO MONTT;10;2018;4;19;19-4-2018;4;183;0
ARICA;15;2018;4;19;19-4-2018;7;2481;0
Temuco;9;2018;4;19;19-4-2018;6;2989;0
VILLARICA;9;2018;4;19;19-4-2018;4;253;0
TEMUCO;9;2018;4;19;19-4-2018;10;2888;0
VICTORIA;9;2018;4;19;19-4-2018;3;671;0
HUALPÉN;8;2018;4;19;19-4-2018;1;17;0
TALCAHUANO;8;2018;4;19;19-4-2018;3;531;0
LOS ANGELES;8;2018;4;19;19-4-2018;2;725;0
CONCEPCION;8;2018;4;19;19-4-2018;2;1726;0
CORONEL;8;2018;4;19;19-4-2018;2;559;0
PUNTA ARENAS;12;2018;4;19;19-4-2018;6;353;0
PUERTO NATALES;12;2018;4;19;19-4-2018;6;457;0
ANTOFAGASTA;2;2018;4;19;19-4-2018;4;1019;0
CALAMA;2;2018;4;19;19-4-2018;7;2684;0
LA SERENA;4;2018;4;19;19-4-2018;3;544;0
TALAGANTE;13;2018;4;19;19-4-2018;3;860;0
BUIN;13;2018;4;19;19-4-2018;1;793;0
COPIAPO;3;2018;4;19;19-4-2018;8;2461;0
SANTA CRUZ;6;2018;4;19;19-4-2018;1;318;0
RANCAGUA;6;2018;4;19;19-4-2018;1;711;0
PUERTO AYSÉN;11;2018;4;19;19-4-2018;11;145;0
VALDIVIA;14;2018;4;20;20-4-2018;4;383;0
OSORNO;10;2018;4;20;20-4-2018;4;677;0
PUERTO MONTT;10;2018;4;20;20-4-2018;4;226;0
ARICA;15;2018;4;20;20-4-2018;7;2076;0
Temuco;9;2018;4;20;20-4-2018;6;2934;0
VILLARICA;9;2018;4;20;20-4-2018;4;224;0
TEMUCO;9;2018;4;20;20-4-2018;10;2939;0
VICTORIA;9;2018;4;20;20-4-2018;3;673;0
HUALPÉN;8;2018;4;20;20-4-2018;1;9;0
TALCAHUANO;8;2018;4;20;20-4-2018;3;452;0
LOS ANGELES;8;2018;4;20;20-4-2018;2;710;0
CONCEPCION;8;2018;4;20;20-4-2018;2;1653;0
CORONEL;8;2018;4;20;20-4-2018;2;546;0
PUNTA ARENAS;12;2018;4;20;20-4-2018;6;212;0
PUERTO NATALES;12;2018;4;20;20-4-2018;6;271;0
ANTOFAGASTA;2;2018;4;20;20-4-2018;4;948;0
CALAMA;2;2018;4;20;20-4-2018;7;2529;0
LA SERENA;4;2018;4;20;20-4-2018;3;561;0
TALAGANTE;13;2018;4;20;20-4-2018;3;915;0
BUIN;13;2018;4;20;20-4-2018;1;772;0
COPIAPO;3;2018;4;20;20-4-2018;8;2426;0
SANTA CRUZ;6;2018;4;20;20-4-2018;1;311;0
RANCAGUA;6;2018;4;20;20-4-2018;1;710;0
PUERTO AYSÉN;11;2018;4;20;20-4-2018;10;217;0
VALDIVIA;14;2018;4;21;21-4-2018;4;464;0
OSORNO;10;2018;4;21;21-4-2018;4;607;0
PUERTO MONTT;10;2018;4;21;21-4-2018;4;231;0
ARICA;15;2018;4;21;21-4-2018;7;1684;0
Temuco;9;2018;4;21;21-4-2018;6;2731;0
VILLARICA;9;2018;4;21;21-4-2018;4;179;0
TEMUCO;9;2018;4;21;21-4-2018;10;3029;0
VICTORIA;9;2018;4;21;21-4-2018;3;556;0
HUALPÉN;8;2018;4;21;21-4-2018;1;26;0
TALCAHUANO;8;2018;4;21;21-4-2018;3;432;0
LOS ANGELES;8;2018;4;21;21-4-2018;2;712;0
CONCEPCION;8;2018;4;21;21-4-2018;2;1338;0
CORONEL;8;2018;4;21;21-4-2018;2;457;0
PUNTA ARENAS;12;2018;4;21;21-4-2018;6;201;0
PUERTO NATALES;12;2018;4;21;21-4-2018;6;202;0
ANTOFAGASTA;2;2018;4;21;21-4-2018;4;656;0
CALAMA;2;2018;4;21;21-4-2018;7;2477;0
LA SERENA;4;2018;4;21;21-4-2018;3;388;0
TALAGANTE;13;2018;4;21;21-4-2018;3;847;0
BUIN;13;2018;4;21;21-4-2018;1;635;0
COPIAPO;3;2018;4;21;21-4-2018;8;1866;0
SANTA CRUZ;6;2018;4;21;21-4-2018;1;251;0
RANCAGUA;6;2018;4;21;21-4-2018;1;530;0
PUERTO AYSÉN;11;2018;4;21;21-4-2018;10;177;0
VALDIVIA;14;2018;4;22;22-4-2018;4;459;0
OSORNO;10;2018;4;22;22-4-2018;4;476;0
PUERTO MONTT;10;2018;4;22;22-4-2018;4;345;0
ARICA;15;2018;4;22;22-4-2018;7;1105;0
Temuco;9;2018;4;22;22-4-2018;6;1653;0
VILLARICA;9;2018;4;22;22-4-2018;4;176;0
TEMUCO;9;2018;4;22;22-4-2018;10;1753;0
VICTORIA;9;2018;4;22;22-4-2018;3;247;0
HUALPÉN;8;2018;4;22;22-4-2018;1;26;0
TALCAHUANO;8;2018;4;22;22-4-2018;3;392;0
LOS ANGELES;8;2018;4;22;22-4-2018;2;378;0
CONCEPCION;8;2018;4;22;22-4-2018;2;667;0
CORONEL;8;2018;4;22;22-4-2018;2;403;0
PUNTA ARENAS;12;2018;4;22;22-4-2018;6;109;0
PUERTO NATALES;12;2018;4;22;22-4-2018;6;129;0
ANTOFAGASTA;2;2018;4;22;22-4-2018;4;502;0
CALAMA;2;2018;4;22;22-4-2018;7;1898;0
LA SERENA;4;2018;4;22;22-4-2018;3;250;0
TALAGANTE;13;2018;4;22;22-4-2018;3;632;0
BUIN;13;2018;4;22;22-4-2018;1;542;0
COPIAPO;3;2018;4;22;22-4-2018;8;1250;0
SANTA CRUZ;6;2018;4;22;22-4-2018;1;151;0
RANCAGUA;6;2018;4;22;22-4-2018;1;432;0
PUERTO AYSÉN;11;2018;4;22;22-4-2018;10;135;0
VALDIVIA;14;2018;4;23;23-4-2018;4;746;0
OSORNO;10;2018;4;23;23-4-2018;4;898;0
PUERTO MONTT;10;2018;4;23;23-4-2018;4;284;0
ARICA;15;2018;4;23;23-4-2018;7;2354;0
Temuco;9;2018;4;23;23-4-2018;6;3164;0
VILLARICA;9;2018;4;23;23-4-2018;4;251;0
TEMUCO;9;2018;4;23;23-4-2018;10;3086;0
VICTORIA;9;2018;4;23;23-4-2018;3;652;0
HUALPÉN;8;2018;4;23;23-4-2018;1;17;0
TALCAHUANO;8;2018;4;23;23-4-2018;3;492;0
LOS ANGELES;8;2018;4;23;23-4-2018;2;605;0
CONCEPCION;8;2018;4;23;23-4-2018;2;1814;0
CORONEL;8;2018;4;23;23-4-2018;2;573;0
PUNTA ARENAS;12;2018;4;23;23-4-2018;6;309;0
PUERTO NATALES;12;2018;4;23;23-4-2018;6;427;0
ANTOFAGASTA;2;2018;4;23;23-4-2018;4;791;0
CALAMA;2;2018;4;23;23-4-2018;7;2538;0
LA SERENA;4;2018;4;23;23-4-2018;3;610;0
TALAGANTE;13;2018;4;23;23-4-2018;3;895;0
BUIN;13;2018;4;23;23-4-2018;1;777;0
COPIAPO;3;2018;4;23;23-4-2018;8;2466;0
SANTA CRUZ;6;2018;4;23;23-4-2018;1;368;0
RANCAGUA;6;2018;4;23;23-4-2018;1;733;0
PUERTO AYSÉN;11;2018;4;23;23-4-2018;10;240;0
VALDIVIA;14;2018;4;24;24-4-2018;4;792;0
OSORNO;10;2018;4;24;24-4-2018;4;959;0
PUERTO MONTT;10;2018;4;24;24-4-2018;4;236;0
ARICA;15;2018;4;24;24-4-2018;7;2370;0
Temuco;9;2018;4;24;24-4-2018;6;3119;0
VILLARICA;9;2018;4;24;24-4-2018;4;250;0
TEMUCO;9;2018;4;24;24-4-2018;10;2831;0
VICTORIA;9;2018;4;24;24-4-2018;3;707;0
HUALPÉN;8;2018;4;24;24-4-2018;1;16;0
TALCAHUANO;8;2018;4;24;24-4-2018;3;472;0
LOS ANGELES;8;2018;4;24;24-4-2018;2;610;0
CONCEPCION;8;2018;4;24;24-4-2018;2;1834;0
CORONEL;8;2018;4;24;24-4-2018;2;626;0
PUNTA ARENAS;12;2018;4;24;24-4-2018;6;266;0
PUERTO NATALES;12;2018;4;24;24-4-2018;6;454;0
ANTOFAGASTA;2;2018;4;24;24-4-2018;4;856;0
CALAMA;2;2018;4;24;24-4-2018;7;2556;0
LA SERENA;4;2018;4;24;24-4-2018;3;582;0
TALAGANTE;13;2018;4;24;24-4-2018;3;992;0
BUIN;13;2018;4;24;24-4-2018;1;745;0
COPIAPO;3;2018;4;24;24-4-2018;8;2440;0
SANTA CRUZ;6;2018;4;24;24-4-2018;1;289;0
RANCAGUA;6;2018;4;24;24-4-2018;1;711;0
PUERTO AYSÉN;11;2018;4;24;24-4-2018;9;227;0
VALDIVIA;14;2018;4;25;25-4-2018;4;686;0
OSORNO;10;2018;4;25;25-4-2018;4;908;0
PUERTO MONTT;10;2018;4;25;25-4-2018;4;126;0
ARICA;15;2018;4;25;25-4-2018;7;2441;0
Temuco;9;2018;4;25;25-4-2018;6;3305;0
VILLARICA;9;2018;4;25;25-4-2018;4;286;0
TEMUCO;9;2018;4;25;25-4-2018;10;3017;0
VICTORIA;9;2018;4;25;25-4-2018;3;722;0
HUALPÉN;8;2018;4;25;25-4-2018;1;17;0
TALCAHUANO;8;2018;4;25;25-4-2018;3;502;0
LOS ANGELES;8;2018;4;25;25-4-2018;2;695;0
CONCEPCION;8;2018;4;25;25-4-2018;2;1717;0
CORONEL;8;2018;4;25;25-4-2018;2;547;0
PUNTA ARENAS;12;2018;4;25;25-4-2018;6;274;0
PUERTO NATALES;12;2018;4;25;25-4-2018;6;376;0
ANTOFAGASTA;2;2018;4;25;25-4-2018;4;812;0
CALAMA;2;2018;4;25;25-4-2018;7;2625;0
LA SERENA;4;2018;4;25;25-4-2018;3;553;0
TALAGANTE;13;2018;4;25;25-4-2018;3;956;0
BUIN;13;2018;4;25;25-4-2018;1;765;0
COPIAPO;3;2018;4;25;25-4-2018;8;2332;0
SANTA CRUZ;6;2018;4;25;25-4-2018;1;356;0
RANCAGUA;6;2018;4;25;25-4-2018;1;775;0
PUERTO AYSÉN;11;2018;4;25;25-4-2018;9;199;0
VALDIVIA;14;2018;4;26;26-4-2018;4;357;0
OSORNO;10;2018;4;26;26-4-2018;4;330;0
PUERTO MONTT;10;2018;4;26;26-4-2018;4;131;0
ARICA;15;2018;4;26;26-4-2018;7;2303;0
Temuco;9;2018;4;26;26-4-2018;6;1280;0
VILLARICA;9;2018;4;26;26-4-2018;4;71;0
TEMUCO;9;2018;4;26;26-4-2018;10;1155;0
VICTORIA;9;2018;4;26;26-4-2018;3;394;0
HUALPÉN;8;2018;4;26;26-4-2018;1;5;0
TALCAHUANO;8;2018;4;26;26-4-2018;3;169;0
LOS ANGELES;8;2018;4;26;26-4-2018;2;468;0
CONCEPCION;8;2018;4;26;26-4-2018;2;552;0
CORONEL;8;2018;4;26;26-4-2018;2;274;0
PUNTA ARENAS;12;2018;4;26;26-4-2018;6;88;0
PUERTO NATALES;12;2018;4;26;26-4-2018;6;260;0
ANTOFAGASTA;2;2018;4;26;26-4-2018;4;850;0
CALAMA;2;2018;4;26;26-4-2018;7;2695;0
LA SERENA;4;2018;4;26;26-4-2018;3;585;0
TALAGANTE;13;2018;4;26;26-4-2018;3;926;0
BUIN;13;2018;4;26;26-4-2018;1;790;0
COPIAPO;3;2018;4;26;26-4-2018;8;2362;0
SANTA CRUZ;6;2018;4;26;26-4-2018;1;324;0
RANCAGUA;6;2018;4;26;26-4-2018;1;743;0
PUERTO AYSÉN;11;2018;4;26;26-4-2018;9;194;0
VALDIVIA;14;2018;4;27;27-4-2018;4;559;0
OSORNO;10;2018;4;27;27-4-2018;4;676;0
PUERTO MONTT;10;2018;4;27;27-4-2018;4;196;0
ARICA;15;2018;4;27;27-4-2018;7;2187;0
Temuco;9;2018;4;27;27-4-2018;6;2657;0
VILLARICA;9;2018;4;27;27-4-2018;4;239;0
TEMUCO;9;2018;4;27;27-4-2018;10;2500;0
VICTORIA;9;2018;4;27;27-4-2018;3;611;0
HUALPÉN;8;2018;4;27;27-4-2018;1;8;0
TALCAHUANO;8;2018;4;27;27-4-2018;3;375;0
LOS ANGELES;8;2018;4;27;27-4-2018;2;528;0
CONCEPCION;8;2018;4;27;27-4-2018;2;1459;0
CORONEL;8;2018;4;27;27-4-2018;2;504;0
PUNTA ARENAS;12;2018;4;27;27-4-2018;6;307;0
PUERTO NATALES;12;2018;4;27;27-4-2018;6;377;0
ANTOFAGASTA;2;2018;4;27;27-4-2018;4;848;0
CALAMA;2;2018;4;27;27-4-2018;7;2584;0
LA SERENA;4;2018;4;27;27-4-2018;3;560;0
TALAGANTE;13;2018;4;27;27-4-2018;3;915;0
BUIN;13;2018;4;27;27-4-2018;1;724;0
COPIAPO;3;2018;4;27;27-4-2018;8;2290;0
SANTA CRUZ;6;2018;4;27;27-4-2018;1;335;0
RANCAGUA;6;2018;4;27;27-4-2018;1;722;0
PUERTO AYSÉN;11;2018;4;27;27-4-2018;9;146;0
VALDIVIA;14;2018;4;28;28-4-2018;4;496;0
OSORNO;10;2018;4;28;28-4-2018;4;593;0
PUERTO MONTT;10;2018;4;28;28-4-2018;4;232;0
ARICA;15;2018;4;28;28-4-2018;7;1713;0
Temuco;9;2018;4;28;28-4-2018;6;1984;0
VILLARICA;9;2018;4;28;28-4-2018;4;168;0
TEMUCO;9;2018;4;28;28-4-2018;10;1991;0
VICTORIA;9;2018;4;28;28-4-2018;3;414;0
HUALPÉN;8;2018;4;28;28-4-2018;1;22;0
TALCAHUANO;8;2018;4;28;28-4-2018;3;444;0
LOS ANGELES;8;2018;4;28;28-4-2018;2;421;0
CONCEPCION;8;2018;4;28;28-4-2018;2;863;0
CORONEL;8;2018;4;28;28-4-2018;2;442;0
PUNTA ARENAS;12;2018;4;28;28-4-2018;6;176;0
PUERTO NATALES;12;2018;4;28;28-4-2018;6;255;0
ANTOFAGASTA;2;2018;4;28;28-4-2018;4;754;0
CALAMA;2;2018;4;28;28-4-2018;7;2473;0
LA SERENA;4;2018;4;28;28-4-2018;3;402;0
TALAGANTE;13;2018;4;28;28-4-2018;3;844;0
BUIN;13;2018;4;28;28-4-2018;1;496;0
COPIAPO;3;2018;4;28;28-4-2018;8;1718;0
SANTA CRUZ;6;2018;4;28;28-4-2018;1;221;0
RANCAGUA;6;2018;4;28;28-4-2018;1;510;0
PUERTO AYSÉN;11;2018;4;28;28-4-2018;8;172;0
VALDIVIA;14;2018;4;29;29-4-2018;4;394;0
OSORNO;10;2018;4;29;29-4-2018;4;497;0
PUERTO MONTT;10;2018;4;29;29-4-2018;4;277;0
ARICA;15;2018;4;29;29-4-2018;7;1259;0
Temuco;9;2018;4;29;29-4-2018;6;1742;0
VILLARICA;9;2018;4;29;29-4-2018;4;208;0
TEMUCO;9;2018;4;29;29-4-2018;10;1740;0
VICTORIA;9;2018;4;29;29-4-2018;3;335;0
HUALPÉN;8;2018;4;29;29-4-2018;1;22;0
TALCAHUANO;8;2018;4;29;29-4-2018;3;422;0
LOS ANGELES;8;2018;4;29;29-4-2018;2;331;0
CONCEPCION;8;2018;4;29;29-4-2018;2;562;0
CORONEL;8;2018;4;29;29-4-2018;2;387;0
PUNTA ARENAS;12;2018;4;29;29-4-2018;6;203;0
PUERTO NATALES;12;2018;4;29;29-4-2018;6;207;0
ANTOFAGASTA;2;2018;4;29;29-4-2018;4;481;0
CALAMA;2;2018;4;29;29-4-2018;7;1850;0
LA SERENA;4;2018;4;29;29-4-2018;3;285;0
TALAGANTE;13;2018;4;29;29-4-2018;3;701;0
BUIN;13;2018;4;29;29-4-2018;1;479;0
COPIAPO;3;2018;4;29;29-4-2018;8;1132;0
SANTA CRUZ;6;2018;4;29;29-4-2018;1;102;0
RANCAGUA;6;2018;4;29;29-4-2018;1;359;0
PUERTO AYSÉN;11;2018;4;29;29-4-2018;8;114;0
VALDIVIA;14;2018;4;30;30-4-2018;4;469;0
OSORNO;10;2018;4;30;30-4-2018;4;671;0
PUERTO MONTT;10;2018;4;30;30-4-2018;4;195;0
ARICA;15;2018;4;30;30-4-2018;7;1944;0
Temuco;9;2018;4;30;30-4-2018;6;1611;0
VILLARICA;9;2018;4;30;30-4-2018;4;225;0
TEMUCO;9;2018;4;30;30-4-2018;10;1675;0
VICTORIA;9;2018;4;30;30-4-2018;3;589;0
HUALPÉN;8;2018;4;30;30-4-2018;1;13;0
TALCAHUANO;8;2018;4;30;30-4-2018;3;323;0
LOS ANGELES;8;2018;4;30;30-4-2018;2;434;0
CONCEPCION;8;2018;4;30;30-4-2018;2;779;0
CORONEL;8;2018;4;30;30-4-2018;2;320;0
PUNTA ARENAS;12;2018;4;30;30-4-2018;6;390;0
PUERTO NATALES;12;2018;4;30;30-4-2018;6;424;0
ANTOFAGASTA;2;2018;4;30;30-4-2018;4;792;0
CALAMA;2;2018;4;30;30-4-2018;7;2339;0
LA SERENA;4;2018;4;30;30-4-2018;3;450;0
TALAGANTE;13;2018;4;30;30-4-2018;3;849;0
BUIN;13;2018;4;30;30-4-2018;1;682;0
COPIAPO;3;2018;4;30;30-4-2018;8;1995;0
SANTA CRUZ;6;2018;4;30;30-4-2018;1;282;0
RANCAGUA;6;2018;4;30;30-4-2018;1;578;0
PUERTO AYSÉN;11;2018;4;30;30-4-2018;8;217;0
VALDIVIA;14;2018;5;1;1-5-2018;4;181;0
OSORNO;10;2018;5;1;1-5-2018;4;317;0
PUERTO MONTT;10;2018;5;1;1-5-2018;4;164;0
ARICA;15;2018;5;1;1-5-2018;7;1207;0
Temuco;9;2018;5;1;1-5-2018;6;2176;0
VILLARICA;9;2018;5;1;1-5-2018;4;137;0
TEMUCO;9;2018;5;1;1-5-2018;10;2699;0
VICTORIA;9;2018;5;1;1-5-2018;3;247;0
HUALPÉN;8;2018;5;1;1-5-2018;1;17;0
TALCAHUANO;8;2018;5;1;1-5-2018;3;398;0
LOS ANGELES;8;2018;5;1;1-5-2018;2;345;0
CONCEPCION;8;2018;5;1;1-5-2018;2;724;0
CORONEL;8;2018;5;1;1-5-2018;2;467;0
PUNTA ARENAS;12;2018;5;1;1-5-2018;6;531;0
PUERTO NATALES;12;2018;5;1;1-5-2018;6;378;0
ANTOFAGASTA;2;2018;5;1;1-5-2018;4;494;0
CALAMA;2;2018;5;1;1-5-2018;7;1897;0
LA SERENA;4;2018;5;1;1-5-2018;3;325;0
TALAGANTE;13;2018;5;1;1-5-2018;3;549;0
BUIN;13;2018;5;1;1-5-2018;1;478;0
COPIAPO;3;2018;5;1;1-5-2018;8;1128;0
SANTA CRUZ;6;2018;5;1;1-5-2018;1;125;0
RANCAGUA;6;2018;5;1;1-5-2018;1;372;0
PUERTO AYSÉN;11;2018;5;1;1-5-2018;8;142;0
VALDIVIA;14;2018;5;2;2-5-2018;4;411;0
OSORNO;10;2018;5;2;2-5-2018;4;505;0
PUERTO MONTT;10;2018;5;2;2-5-2018;4;107;0
ARICA;15;2018;5;2;2-5-2018;7;2120;0
Temuco;9;2018;5;2;2-5-2018;6;2059;0
VILLARICA;9;2018;5;2;2-5-2018;4;171;0
TEMUCO;9;2018;5;2;2-5-2018;10;1839;0
VICTORIA;9;2018;5;2;2-5-2018;3;565;0
HUALPÉN;8;2018;5;2;2-5-2018;1;0;0
TALCAHUANO;8;2018;5;2;2-5-2018;3;393;0
LOS ANGELES;8;2018;5;2;2-5-2018;2;546;0
CONCEPCION;8;2018;5;2;2-5-2018;2;1345;0
CORONEL;8;2018;5;2;2-5-2018;2;486;0
PUNTA ARENAS;12;2018;5;2;2-5-2018;6;256;0
PUERTO NATALES;12;2018;5;2;2-5-2018;6;271;0
ANTOFAGASTA;2;2018;5;2;2-5-2018;4;918;0
CALAMA;2;2018;5;2;2-5-2018;7;2517;0
LA SERENA;4;2018;5;2;2-5-2018;3;581;0
TALAGANTE;13;2018;5;2;2-5-2018;3;835;0
BUIN;13;2018;5;2;2-5-2018;1;735;0
COPIAPO;3;2018;5;2;2-5-2018;8;2252;0
SANTA CRUZ;6;2018;5;2;2-5-2018;1;344;0
RANCAGUA;6;2018;5;2;2-5-2018;1;691;0
PUERTO AYSÉN;11;2018;5;2;2-5-2018;8;162;0
VALDIVIA;14;2018;5;3;3-5-2018;4;583;0
OSORNO;10;2018;5;3;3-5-2018;4;699;0
PUERTO MONTT;10;2018;5;3;3-5-2018;4;218;0
ARICA;15;2018;5;3;3-5-2018;7;2092;0
Temuco;9;2018;5;3;3-5-2018;6;2622;0
VILLARICA;9;2018;5;3;3-5-2018;4;246;0
TEMUCO;9;2018;5;3;3-5-2018;10;2421;0
VICTORIA;9;2018;5;3;3-5-2018;3;596;0
HUALPÉN;8;2018;5;3;3-5-2018;1;9;0
TALCAHUANO;8;2018;5;3;3-5-2018;3;422;0
LOS ANGELES;8;2018;5;3;3-5-2018;2;496;0
CONCEPCION;8;2018;5;3;3-5-2018;2;1459;0
CORONEL;8;2018;5;3;3-5-2018;2;529;0
PUNTA ARENAS;12;2018;5;3;3-5-2018;6;255;0
PUERTO NATALES;12;2018;5;3;3-5-2018;6;406;0
ANTOFAGASTA;2;2018;5;3;3-5-2018;4;935;0
CALAMA;2;2018;5;3;3-5-2018;7;2524;0
LA SERENA;4;2018;5;3;3-5-2018;3;573;0
TALAGANTE;13;2018;5;3;3-5-2018;3;874;0
BUIN;13;2018;5;3;3-5-2018;1;650;0
COPIAPO;3;2018;5;3;3-5-2018;8;2203;0
SANTA CRUZ;6;2018;5;3;3-5-2018;1;324;0
RANCAGUA;6;2018;5;3;3-5-2018;1;705;0
PUERTO AYSÉN;11;2018;5;3;3-5-2018;8;176;0
VALDIVIA;14;2018;5;4;4-5-2018;4;637;0
OSORNO;10;2018;5;4;4-5-2018;4;783;0
PUERTO MONTT;10;2018;5;4;4-5-2018;4;205;0
ARICA;15;2018;5;4;4-5-2018;7;2060;0
Temuco;9;2018;5;4;4-5-2018;6;2855;0
VILLARICA;9;2018;5;4;4-5-2018;4;279;0
TEMUCO;9;2018;5;4;4-5-2018;10;2673;0
VICTORIA;9;2018;5;4;4-5-2018;3;591;0
HUALPÉN;8;2018;5;4;4-5-2018;1;8;0
TALCAHUANO;8;2018;5;4;4-5-2018;3;412;0
LOS ANGELES;8;2018;5;4;4-5-2018;2;571;0
CONCEPCION;8;2018;5;4;4-5-2018;2;1475;0
CORONEL;8;2018;5;4;4-5-2018;2;460;0
PUNTA ARENAS;12;2018;5;4;4-5-2018;6;205;0
PUERTO NATALES;12;2018;5;4;4-5-2018;6;354;0
ANTOFAGASTA;2;2018;5;4;4-5-2018;4;843;0
CALAMA;2;2018;5;4;4-5-2018;7;2532;0
LA SERENA;4;2018;5;4;4-5-2018;3;552;0
TALAGANTE;13;2018;5;4;4-5-2018;3;913;0
BUIN;13;2018;5;4;4-5-2018;1;724;0
COPIAPO;3;2018;5;4;4-5-2018;8;2383;0
SANTA CRUZ;6;2018;5;4;4-5-2018;1;372;0
RANCAGUA;6;2018;5;4;4-5-2018;1;695;0
PUERTO AYSÉN;11;2018;5;4;4-5-2018;8;216;0
VALDIVIA;14;2018;5;5;5-5-2018;4;548;0
OSORNO;10;2018;5;5;5-5-2018;4;649;0
PUERTO MONTT;10;2018;5;5;5-5-2018;4;264;0
ARICA;15;2018;5;5;5-5-2018;7;1654;0
Temuco;9;2018;5;5;5-5-2018;6;2974;0
VILLARICA;9;2018;5;5;5-5-2018;4;293;0
TEMUCO;9;2018;5;5;5-5-2018;10;3231;0
VICTORIA;9;2018;5;5;5-5-2018;3;466;0
HUALPÉN;8;2018;5;5;5-5-2018;1;8;0
TALCAHUANO;8;2018;5;5;5-5-2018;3;497;0
LOS ANGELES;8;2018;5;5;5-5-2018;2;447;0
CONCEPCION;8;2018;5;5;5-5-2018;2;1111;0
CORONEL;8;2018;5;5;5-5-2018;2;514;0
PUNTA ARENAS;12;2018;5;5;5-5-2018;6;292;0
PUERTO NATALES;12;2018;5;5;5-5-2018;6;386;0
ANTOFAGASTA;2;2018;5;5;5-5-2018;4;743;0
CALAMA;2;2018;5;5;5-5-2018;7;2373;0
LA SERENA;4;2018;5;5;5-5-2018;3;434;0
TALAGANTE;13;2018;5;5;5-5-2018;3;771;0
BUIN;13;2018;5;5;5-5-2018;1;584;0
COPIAPO;3;2018;5;5;5-5-2018;8;1807;0
SANTA CRUZ;6;2018;5;5;5-5-2018;1;236;0
RANCAGUA;6;2018;5;5;5-5-2018;1;577;0
PUERTO AYSÉN;11;2018;5;5;5-5-2018;8;212;0
