comuna;region;year;month;day;str_date;n_contadores;count_1;count_2
RANCAGUA;6;2018;7;11;11-7-2018;1;0;584
PUERTO AYSÉN;11;2018;7;11;11-7-2018;4;0;60
VALDIVIA;14;2018;7;12;12-7-2018;7;0;466
OSORNO;10;2018;7;12;12-7-2018;4;0;379
PUERTO MONTT;10;2018;7;12;12-7-2018;4;0;102
ARICA;15;2018;7;12;12-7-2018;7;0;2025
Temuco;9;2018;7;12;12-7-2018;6;0;832
VILLARICA;9;2018;7;12;12-7-2018;4;0;49
TEMUCO;9;2018;7;12;12-7-2018;10;0;781
VICTORIA;9;2018;7;12;12-7-2018;3;0;414
HUALPÉN;8;2018;7;12;12-7-2018;1;0;12
TALCAHUANO;8;2018;7;12;12-7-2018;3;0;343
LOS ANGELES;8;2018;7;12;12-7-2018;2;0;349
CONCEPCION;8;2018;7;12;12-7-2018;2;0;1147
CORONEL;8;2018;7;12;12-7-2018;2;0;493
PUNTA ARENAS;12;2018;7;12;12-7-2018;6;0;203
PUERTO NATALES;12;2018;7;12;12-7-2018;6;0;235
ANTOFAGASTA;2;2018;7;12;12-7-2018;4;0;739
CALAMA;2;2018;7;12;12-7-2018;7;0;2282
LA SERENA;4;2018;7;12;12-7-2018;3;0;556
TALAGANTE;13;2018;7;12;12-7-2018;3;0;736
BUIN;13;2018;7;12;12-7-2018;1;0;590
COPIAPO;3;2018;7;12;12-7-2018;8;0;2026
SANTA CRUZ;6;2018;7;12;12-7-2018;1;0;263
RANCAGUA;6;2018;7;12;12-7-2018;1;0;660
PUERTO AYSÉN;11;2018;7;12;12-7-2018;4;0;71
VALDIVIA;14;2018;7;13;13-7-2018;7;0;576
OSORNO;10;2018;7;13;13-7-2018;4;0;315
PUERTO MONTT;10;2018;7;13;13-7-2018;4;0;70
ARICA;15;2018;7;13;13-7-2018;7;0;1906
Temuco;9;2018;7;13;13-7-2018;6;0;1478
VILLARICA;9;2018;7;13;13-7-2018;4;0;75
TEMUCO;9;2018;7;13;13-7-2018;10;0;1513
VICTORIA;9;2018;7;13;13-7-2018;3;0;547
HUALPÉN;8;2018;7;13;13-7-2018;1;0;2
TALCAHUANO;8;2018;7;13;13-7-2018;3;0;346
LOS ANGELES;8;2018;7;13;13-7-2018;2;0;438
CONCEPCION;8;2018;7;13;13-7-2018;2;0;937
CORONEL;8;2018;7;13;13-7-2018;2;0;358
PUNTA ARENAS;12;2018;7;13;13-7-2018;6;0;191
PUERTO NATALES;12;2018;7;13;13-7-2018;6;0;231
ANTOFAGASTA;2;2018;7;13;13-7-2018;4;0;676
CALAMA;2;2018;7;13;13-7-2018;7;0;2335
LA SERENA;4;2018;7;13;13-7-2018;3;0;518
TALAGANTE;13;2018;7;13;13-7-2018;3;0;769
BUIN;13;2018;7;13;13-7-2018;1;0;575
COPIAPO;3;2018;7;13;13-7-2018;8;0;2005
SANTA CRUZ;6;2018;7;13;13-7-2018;1;0;280
RANCAGUA;6;2018;7;13;13-7-2018;1;0;579
PUERTO AYSÉN;11;2018;7;13;13-7-2018;4;0;78
VALDIVIA;14;2018;7;14;14-7-2018;7;0;728
OSORNO;10;2018;7;14;14-7-2018;4;0;318
PUERTO MONTT;10;2018;7;14;14-7-2018;4;0;100
ARICA;15;2018;7;14;14-7-2018;7;0;1552
Temuco;9;2018;7;14;14-7-2018;6;0;1195
VILLARICA;9;2018;7;14;14-7-2018;4;0;111
TEMUCO;9;2018;7;14;14-7-2018;10;0;1260
VICTORIA;9;2018;7;14;14-7-2018;3;0;316
HUALPÉN;8;2018;7;14;14-7-2018;1;0;12
TALCAHUANO;8;2018;7;14;14-7-2018;3;0;424
LOS ANGELES;8;2018;7;14;14-7-2018;2;0;305
CONCEPCION;8;2018;7;14;14-7-2018;2;0;741
CORONEL;8;2018;7;14;14-7-2018;2;0;474
PUNTA ARENAS;12;2018;7;14;14-7-2018;6;0;201
PUERTO NATALES;12;2018;7;14;14-7-2018;6;0;184
ANTOFAGASTA;2;2018;7;14;14-7-2018;4;0;555
CALAMA;2;2018;7;14;14-7-2018;7;0;1960
LA SERENA;4;2018;7;14;14-7-2018;3;0;372
TALAGANTE;13;2018;7;14;14-7-2018;3;0;756
BUIN;13;2018;7;14;14-7-2018;1;0;468
COPIAPO;3;2018;7;14;14-7-2018;8;0;1532
SANTA CRUZ;6;2018;7;14;14-7-2018;1;0;200
RANCAGUA;6;2018;7;14;14-7-2018;1;0;408
PUERTO AYSÉN;11;2018;7;14;14-7-2018;4;0;73
VALDIVIA;14;2018;7;15;15-7-2018;7;0;668
OSORNO;10;2018;7;15;15-7-2018;4;0;290
PUERTO MONTT;10;2018;7;15;15-7-2018;4;0;196
ARICA;15;2018;7;15;15-7-2018;7;0;987
Temuco;9;2018;7;15;15-7-2018;6;0;1024
VILLARICA;9;2018;7;15;15-7-2018;4;0;71
TEMUCO;9;2018;7;15;15-7-2018;10;0;1063
VICTORIA;9;2018;7;15;15-7-2018;3;0;191
HUALPÉN;8;2018;7;15;15-7-2018;1;0;9
TALCAHUANO;8;2018;7;15;15-7-2018;3;0;385
LOS ANGELES;8;2018;7;15;15-7-2018;2;0;232
CONCEPCION;8;2018;7;15;15-7-2018;2;0;590
CORONEL;8;2018;7;15;15-7-2018;2;0;353
PUNTA ARENAS;12;2018;7;15;15-7-2018;6;0;220
PUERTO NATALES;12;2018;7;15;15-7-2018;6;0;120
ANTOFAGASTA;2;2018;7;15;15-7-2018;4;0;497
CALAMA;2;2018;7;15;15-7-2018;7;0;1497
LA SERENA;4;2018;7;15;15-7-2018;3;0;320
TALAGANTE;13;2018;7;15;15-7-2018;3;0;471
BUIN;13;2018;7;15;15-7-2018;1;0;324
COPIAPO;3;2018;7;15;15-7-2018;8;0;933
SANTA CRUZ;6;2018;7;15;15-7-2018;1;0;100
RANCAGUA;6;2018;7;15;15-7-2018;1;0;276
PUERTO AYSÉN;11;2018;7;15;15-7-2018;4;0;55
VALDIVIA;14;2018;7;16;16-7-2018;7;0;523
OSORNO;10;2018;7;16;16-7-2018;4;0;435
PUERTO MONTT;10;2018;7;16;16-7-2018;4;0;227
ARICA;15;2018;7;16;16-7-2018;7;0;1175
Temuco;9;2018;7;16;16-7-2018;6;0;1139
VILLARICA;9;2018;7;16;16-7-2018;4;0;177
TEMUCO;9;2018;7;16;16-7-2018;10;0;1217
VICTORIA;9;2018;7;16;16-7-2018;3;0;228
HUALPÉN;8;2018;7;16;16-7-2018;1;0;8
TALCAHUANO;8;2018;7;16;16-7-2018;3;0;488
LOS ANGELES;8;2018;7;16;16-7-2018;2;0;259
CONCEPCION;8;2018;7;16;16-7-2018;2;0;827
CORONEL;8;2018;7;16;16-7-2018;2;0;392
PUNTA ARENAS;12;2018;7;16;16-7-2018;6;0;168
PUERTO NATALES;12;2018;7;16;16-7-2018;6;0;202
ANTOFAGASTA;2;2018;7;16;16-7-2018;4;0;527
CALAMA;2;2018;7;16;16-7-2018;7;0;1696
LA SERENA;4;2018;7;16;16-7-2018;3;0;344
TALAGANTE;13;2018;7;16;16-7-2018;3;0;569
BUIN;13;2018;7;16;16-7-2018;1;0;447
COPIAPO;3;2018;7;16;16-7-2018;8;0;1204
SANTA CRUZ;6;2018;7;16;16-7-2018;1;0;112
RANCAGUA;6;2018;7;16;16-7-2018;1;0;362
PUERTO AYSÉN;11;2018;7;16;16-7-2018;3;0;12
VALDIVIA;14;2018;7;17;17-7-2018;7;0;918
OSORNO;10;2018;7;17;17-7-2018;4;0;632
PUERTO MONTT;10;2018;7;17;17-7-2018;4;0;177
ARICA;15;2018;7;17;17-7-2018;7;0;2026
Temuco;9;2018;7;17;17-7-2018;6;0;1993
VILLARICA;9;2018;7;17;17-7-2018;4;0;243
TEMUCO;9;2018;7;17;17-7-2018;10;0;1975
VICTORIA;9;2018;7;17;17-7-2018;3;0;561
HUALPÉN;8;2018;7;17;17-7-2018;1;0;10
TALCAHUANO;8;2018;7;17;17-7-2018;3;0;444
LOS ANGELES;8;2018;7;17;17-7-2018;2;0;450
CONCEPCION;8;2018;7;17;17-7-2018;2;0;1115
CORONEL;8;2018;7;17;17-7-2018;2;0;585
PUNTA ARENAS;12;2018;7;17;17-7-2018;6;0;177
PUERTO NATALES;12;2018;7;17;17-7-2018;6;0;274
ANTOFAGASTA;2;2018;7;17;17-7-2018;4;0;741
CALAMA;2;2018;7;17;17-7-2018;7;0;2429
LA SERENA;4;2018;7;17;17-7-2018;3;0;533
TALAGANTE;13;2018;7;17;17-7-2018;3;0;660
BUIN;13;2018;7;17;17-7-2018;1;0;493
COPIAPO;3;2018;7;17;17-7-2018;8;0;2067
SANTA CRUZ;6;2018;7;17;17-7-2018;1;0;250
RANCAGUA;6;2018;7;17;17-7-2018;1;0;578
PUERTO AYSÉN;11;2018;7;17;17-7-2018;3;0;3
VALDIVIA;14;2018;7;18;18-7-2018;7;0;802
OSORNO;10;2018;7;18;18-7-2018;4;0;659
PUERTO MONTT;10;2018;7;18;18-7-2018;4;0;175
ARICA;15;2018;7;18;18-7-2018;7;0;2088
Temuco;9;2018;7;18;18-7-2018;6;0;1922
VILLARICA;9;2018;7;18;18-7-2018;4;0;226
TEMUCO;9;2018;7;18;18-7-2018;10;0;1854
VICTORIA;9;2018;7;18;18-7-2018;3;0;530
HUALPÉN;8;2018;7;18;18-7-2018;1;0;15
TALCAHUANO;8;2018;7;18;18-7-2018;3;0;447
LOS ANGELES;8;2018;7;18;18-7-2018;2;0;444
CONCEPCION;8;2018;7;18;18-7-2018;2;0;1137
CORONEL;8;2018;7;18;18-7-2018;2;0;516
PUNTA ARENAS;12;2018;7;18;18-7-2018;6;0;276
PUERTO NATALES;12;2018;7;18;18-7-2018;6;0;231
ANTOFAGASTA;2;2018;7;18;18-7-2018;4;0;724
CALAMA;2;2018;7;18;18-7-2018;7;0;2338
LA SERENA;4;2018;7;18;18-7-2018;3;0;510
TALAGANTE;13;2018;7;18;18-7-2018;3;0;711
BUIN;13;2018;7;18;18-7-2018;1;0;540
COPIAPO;3;2018;7;18;18-7-2018;8;0;1910
SANTA CRUZ;6;2018;7;18;18-7-2018;1;0;276
RANCAGUA;6;2018;7;18;18-7-2018;1;0;533
PUERTO AYSÉN;11;2018;7;18;18-7-2018;3;0;5
VALDIVIA;14;2018;7;19;19-7-2018;7;0;914
OSORNO;10;2018;7;19;19-7-2018;4;0;749
PUERTO MONTT;10;2018;7;19;19-7-2018;4;0;226
ARICA;15;2018;7;19;19-7-2018;7;0;1865
Temuco;9;2018;7;19;19-7-2018;6;0;2198
VILLARICA;9;2018;7;19;19-7-2018;4;0;231
TEMUCO;9;2018;7;19;19-7-2018;10;0;2197
VICTORIA;9;2018;7;19;19-7-2018;3;0;571
HUALPÉN;8;2018;7;19;19-7-2018;1;0;16
TALCAHUANO;8;2018;7;19;19-7-2018;3;0;489
LOS ANGELES;8;2018;7;19;19-7-2018;2;0;478
CONCEPCION;8;2018;7;19;19-7-2018;2;0;1071
CORONEL;8;2018;7;19;19-7-2018;2;0;544
PUNTA ARENAS;12;2018;7;19;19-7-2018;6;0;197
PUERTO NATALES;12;2018;7;19;19-7-2018;6;0;188
ANTOFAGASTA;2;2018;7;19;19-7-2018;4;0;623
CALAMA;2;2018;7;19;19-7-2018;7;0;2009
LA SERENA;4;2018;7;19;19-7-2018;3;0;503
TALAGANTE;13;2018;7;19;19-7-2018;3;0;699
BUIN;13;2018;7;19;19-7-2018;1;0;615
COPIAPO;3;2018;7;19;19-7-2018;8;0;1967
SANTA CRUZ;6;2018;7;19;19-7-2018;1;0;227
RANCAGUA;6;2018;7;19;19-7-2018;1;0;551
PUERTO AYSÉN;11;2018;7;19;19-7-2018;3;0;5
VALDIVIA;14;2018;7;20;20-7-2018;7;0;722
OSORNO;10;2018;7;20;20-7-2018;4;0;660
PUERTO MONTT;10;2018;7;20;20-7-2018;4;0;153
ARICA;15;2018;7;20;20-7-2018;7;0;1866
Temuco;9;2018;7;20;20-7-2018;6;0;1869
VILLARICA;9;2018;7;20;20-7-2018;4;0;300
TEMUCO;9;2018;7;20;20-7-2018;10;0;1961
VICTORIA;9;2018;7;20;20-7-2018;3;0;579
HUALPÉN;8;2018;7;20;20-7-2018;1;0;5
TALCAHUANO;8;2018;7;20;20-7-2018;3;0;374
LOS ANGELES;8;2018;7;20;20-7-2018;2;0;416
CONCEPCION;8;2018;7;20;20-7-2018;2;0;996
CORONEL;8;2018;7;20;20-7-2018;2;0;504
PUNTA ARENAS;12;2018;7;20;20-7-2018;6;0;160
PUERTO NATALES;12;2018;7;20;20-7-2018;6;0;217
ANTOFAGASTA;2;2018;7;20;20-7-2018;4;0;809
CALAMA;2;2018;7;20;20-7-2018;7;0;2212
LA SERENA;4;2018;7;20;20-7-2018;3;0;544
TALAGANTE;13;2018;7;20;20-7-2018;3;0;660
BUIN;13;2018;7;20;20-7-2018;1;0;516
COPIAPO;3;2018;7;20;20-7-2018;8;0;1999
SANTA CRUZ;6;2018;7;20;20-7-2018;1;0;238
RANCAGUA;6;2018;7;20;20-7-2018;1;0;558
PUERTO AYSÉN;11;2018;7;20;20-7-2018;3;0;7
VALDIVIA;14;2018;7;21;21-7-2018;7;0;364
OSORNO;10;2018;7;21;21-7-2018;4;0;329
PUERTO MONTT;10;2018;7;21;21-7-2018;4;0;124
ARICA;15;2018;7;21;21-7-2018;7;0;1553
Temuco;9;2018;7;21;21-7-2018;6;0;483
VILLARICA;9;2018;7;21;21-7-2018;4;0;48
TEMUCO;9;2018;7;21;21-7-2018;10;0;445
VICTORIA;9;2018;7;21;21-7-2018;3;0;232
HUALPÉN;8;2018;7;21;21-7-2018;1;0;5
TALCAHUANO;8;2018;7;21;21-7-2018;3;0;249
LOS ANGELES;8;2018;7;21;21-7-2018;2;0;204
CONCEPCION;8;2018;7;21;21-7-2018;2;0;502
CORONEL;8;2018;7;21;21-7-2018;2;0;277
PUNTA ARENAS;12;2018;7;21;21-7-2018;6;0;80
PUERTO NATALES;12;2018;7;21;21-7-2018;6;0;146
ANTOFAGASTA;2;2018;7;21;21-7-2018;4;0;625
CALAMA;2;2018;7;21;21-7-2018;7;0;1956
LA SERENA;4;2018;7;21;21-7-2018;3;0;411
TALAGANTE;13;2018;7;21;21-7-2018;3;0;600
BUIN;13;2018;7;21;21-7-2018;1;0;439
COPIAPO;3;2018;7;21;21-7-2018;8;0;1584
SANTA CRUZ;6;2018;7;21;21-7-2018;1;0;138
RANCAGUA;6;2018;7;21;21-7-2018;1;0;404
PUERTO AYSÉN;11;2018;7;21;21-7-2018;3;0;2
VALDIVIA;14;2018;7;22;22-7-2018;7;0;516
OSORNO;10;2018;7;22;22-7-2018;4;0;361
PUERTO MONTT;10;2018;7;22;22-7-2018;4;0;210
ARICA;15;2018;7;22;22-7-2018;7;0;1017
Temuco;9;2018;7;22;22-7-2018;6;0;1067
VILLARICA;9;2018;7;22;22-7-2018;4;0;125
TEMUCO;9;2018;7;22;22-7-2018;10;0;1214
VICTORIA;9;2018;7;22;22-7-2018;3;0;177
HUALPÉN;8;2018;7;22;22-7-2018;1;0;7
TALCAHUANO;8;2018;7;22;22-7-2018;3;0;401
LOS ANGELES;8;2018;7;22;22-7-2018;2;0;219
CONCEPCION;8;2018;7;22;22-7-2018;2;0;481
CORONEL;8;2018;7;22;22-7-2018;2;0;396
PUNTA ARENAS;12;2018;7;22;22-7-2018;6;0;89
PUERTO NATALES;12;2018;7;22;22-7-2018;6;0;90
ANTOFAGASTA;2;2018;7;22;22-7-2018;4;0;457
CALAMA;2;2018;7;22;22-7-2018;7;0;1604
LA SERENA;4;2018;7;22;22-7-2018;3;0;300
TALAGANTE;13;2018;7;22;22-7-2018;3;0;552
BUIN;13;2018;7;22;22-7-2018;1;0;381
COPIAPO;3;2018;7;22;22-7-2018;8;0;1118
SANTA CRUZ;6;2018;7;22;22-7-2018;1;0;84
RANCAGUA;6;2018;7;22;22-7-2018;1;0;313
PUERTO AYSÉN;11;2018;7;22;22-7-2018;3;0;3
VALDIVIA;14;2018;7;23;23-7-2018;6;0;740
OSORNO;10;2018;7;23;23-7-2018;4;0;679
PUERTO MONTT;10;2018;7;23;23-7-2018;4;0;219
ARICA;15;2018;7;23;23-7-2018;7;0;1991
Temuco;9;2018;7;23;23-7-2018;6;0;2079
VILLARICA;9;2018;7;23;23-7-2018;4;0;224
TEMUCO;9;2018;7;23;23-7-2018;10;0;2103
VICTORIA;9;2018;7;23;23-7-2018;3;0;550
HUALPÉN;8;2018;7;23;23-7-2018;1;0;46
TALCAHUANO;8;2018;7;23;23-7-2018;3;0;474
LOS ANGELES;8;2018;7;23;23-7-2018;2;0;400
CONCEPCION;8;2018;7;23;23-7-2018;2;0;1225
CORONEL;8;2018;7;23;23-7-2018;2;0;543
PUNTA ARENAS;12;2018;7;23;23-7-2018;6;0;154
PUERTO NATALES;12;2018;7;23;23-7-2018;6;0;186
ANTOFAGASTA;2;2018;7;23;23-7-2018;4;0;696
CALAMA;2;2018;7;23;23-7-2018;7;0;2283
LA SERENA;4;2018;7;23;23-7-2018;3;0;574
TALAGANTE;13;2018;7;23;23-7-2018;3;0;727
BUIN;13;2018;7;23;23-7-2018;1;0;542
COPIAPO;3;2018;7;23;23-7-2018;8;0;1957
SANTA CRUZ;6;2018;7;23;23-7-2018;1;0;265
RANCAGUA;6;2018;7;23;23-7-2018;1;0;554
PUERTO AYSÉN;11;2018;7;23;23-7-2018;3;0;5
VALDIVIA;14;2018;7;24;24-7-2018;6;0;868
OSORNO;10;2018;7;24;24-7-2018;4;0;650
PUERTO MONTT;10;2018;7;24;24-7-2018;4;0;234
ARICA;15;2018;7;24;24-7-2018;7;0;2125
Temuco;9;2018;7;24;24-7-2018;6;0;2175
VILLARICA;9;2018;7;24;24-7-2018;4;0;354
TEMUCO;9;2018;7;24;24-7-2018;10;0;2164
VICTORIA;9;2018;7;24;24-7-2018;3;0;576
HUALPÉN;8;2018;7;24;24-7-2018;1;0;37
TALCAHUANO;8;2018;7;24;24-7-2018;3;0;493
LOS ANGELES;8;2018;7;24;24-7-2018;2;0;468
CONCEPCION;8;2018;7;24;24-7-2018;2;0;1195
CORONEL;8;2018;7;24;24-7-2018;2;0;560
PUNTA ARENAS;12;2018;7;24;24-7-2018;6;0;237
PUERTO NATALES;12;2018;7;24;24-7-2018;6;0;278
ANTOFAGASTA;2;2018;7;24;24-7-2018;4;0;719
CALAMA;2;2018;7;24;24-7-2018;7;0;2338
LA SERENA;4;2018;7;24;24-7-2018;3;0;584
TALAGANTE;13;2018;7;24;24-7-2018;3;0;769
BUIN;13;2018;7;24;24-7-2018;1;0;601
COPIAPO;3;2018;7;24;24-7-2018;8;0;1940
SANTA CRUZ;6;2018;7;24;24-7-2018;1;0;248
RANCAGUA;6;2018;7;24;24-7-2018;1;0;635
PUERTO AYSÉN;11;2018;7;24;24-7-2018;3;0;4
VALDIVIA;14;2018;7;25;25-7-2018;6;0;681
OSORNO;10;2018;7;25;25-7-2018;4;0;549
PUERTO MONTT;10;2018;7;25;25-7-2018;4;0;210
ARICA;15;2018;7;25;25-7-2018;7;0;2083
Temuco;9;2018;7;25;25-7-2018;6;0;1963
VILLARICA;9;2018;7;25;25-7-2018;4;0;251
TEMUCO;9;2018;7;25;25-7-2018;10;0;1939
VICTORIA;9;2018;7;25;25-7-2018;3;0;626
HUALPÉN;8;2018;7;25;25-7-2018;1;0;14
TALCAHUANO;8;2018;7;25;25-7-2018;3;0;353
LOS ANGELES;8;2018;7;25;25-7-2018;2;0;438
CONCEPCION;8;2018;7;25;25-7-2018;2;0;1313
CORONEL;8;2018;7;25;25-7-2018;2;0;516
PUNTA ARENAS;12;2018;7;25;25-7-2018;6;0;266
PUERTO NATALES;12;2018;7;25;25-7-2018;6;0;327
ANTOFAGASTA;2;2018;7;25;25-7-2018;4;0;763
CALAMA;2;2018;7;25;25-7-2018;7;0;2401
LA SERENA;4;2018;7;25;25-7-2018;3;0;618
TALAGANTE;13;2018;7;25;25-7-2018;3;0;774
BUIN;13;2018;7;25;25-7-2018;1;0;577
COPIAPO;3;2018;7;25;25-7-2018;8;0;2084
SANTA CRUZ;6;2018;7;25;25-7-2018;1;0;257
RANCAGUA;6;2018;7;25;25-7-2018;1;0;637
PUERTO AYSÉN;11;2018;7;25;25-7-2018;3;0;6
VALDIVIA;14;2018;7;26;26-7-2018;6;0;694
OSORNO;10;2018;7;26;26-7-2018;4;0;685
PUERTO MONTT;10;2018;7;26;26-7-2018;4;0;237
ARICA;15;2018;7;26;26-7-2018;7;0;2027
Temuco;9;2018;7;26;26-7-2018;6;0;1656
VILLARICA;9;2018;7;26;26-7-2018;4;0;364
TEMUCO;9;2018;7;26;26-7-2018;10;0;1707
VICTORIA;9;2018;7;26;26-7-2018;3;0;547
HUALPÉN;8;2018;7;26;26-7-2018;1;0;3
TALCAHUANO;8;2018;7;26;26-7-2018;3;0;416
LOS ANGELES;8;2018;7;26;26-7-2018;2;0;443
CONCEPCION;8;2018;7;26;26-7-2018;2;0;1114
CORONEL;8;2018;7;26;26-7-2018;2;0;495
PUNTA ARENAS;12;2018;7;26;26-7-2018;6;0;247
PUERTO NATALES;12;2018;7;26;26-7-2018;6;0;282
ANTOFAGASTA;2;2018;7;26;26-7-2018;4;0;722
CALAMA;2;2018;7;26;26-7-2018;7;0;2389
LA SERENA;4;2018;7;26;26-7-2018;3;0;525
TALAGANTE;13;2018;7;26;26-7-2018;3;0;668
BUIN;13;2018;7;26;26-7-2018;1;0;626
COPIAPO;3;2018;7;26;26-7-2018;8;0;1931
SANTA CRUZ;6;2018;7;26;26-7-2018;1;0;225
RANCAGUA;6;2018;7;26;26-7-2018;1;0;616
PUERTO AYSÉN;11;2018;7;26;26-7-2018;3;0;3
VALDIVIA;14;2018;7;27;27-7-2018;6;0;691
OSORNO;10;2018;7;27;27-7-2018;4;0;530
PUERTO MONTT;10;2018;7;27;27-7-2018;4;0;139
ARICA;15;2018;7;27;27-7-2018;7;0;1845
Temuco;9;2018;7;27;27-7-2018;6;0;1764
VILLARICA;9;2018;7;27;27-7-2018;4;0;177
TEMUCO;9;2018;7;27;27-7-2018;10;0;1700
VICTORIA;9;2018;7;27;27-7-2018;3;0;474
HUALPÉN;8;2018;7;27;27-7-2018;1;0;11
TALCAHUANO;8;2018;7;27;27-7-2018;3;0;351
LOS ANGELES;8;2018;7;27;27-7-2018;2;0;354
CONCEPCION;8;2018;7;27;27-7-2018;2;0;965
CORONEL;8;2018;7;27;27-7-2018;2;0;402
PUNTA ARENAS;12;2018;7;27;27-7-2018;6;0;228
PUERTO NATALES;12;2018;7;27;27-7-2018;6;0;244
ANTOFAGASTA;2;2018;7;27;27-7-2018;4;0;740
CALAMA;2;2018;7;27;27-7-2018;7;0;2225
LA SERENA;4;2018;7;27;27-7-2018;3;0;469
TALAGANTE;13;2018;7;27;27-7-2018;3;0;642
BUIN;13;2018;7;27;27-7-2018;1;0;391
COPIAPO;3;2018;7;27;27-7-2018;8;0;1809
SANTA CRUZ;6;2018;7;27;27-7-2018;1;0;213
RANCAGUA;6;2018;7;27;27-7-2018;1;0;361
PUERTO AYSÉN;11;2018;7;27;27-7-2018;3;0;14
VALDIVIA;14;2018;7;28;28-7-2018;6;0;530
OSORNO;10;2018;7;28;28-7-2018;4;0;468
PUERTO MONTT;10;2018;7;28;28-7-2018;4;0;168
ARICA;15;2018;7;28;28-7-2018;7;0;1466
Temuco;9;2018;7;28;28-7-2018;6;0;1635
VILLARICA;9;2018;7;28;28-7-2018;4;0;165
TEMUCO;9;2018;7;28;28-7-2018;10;0;1711
VICTORIA;9;2018;7;28;28-7-2018;3;0;384
HUALPÉN;8;2018;7;28;28-7-2018;1;0;13
TALCAHUANO;8;2018;7;28;28-7-2018;3;0;466
LOS ANGELES;8;2018;7;28;28-7-2018;2;0;345
CONCEPCION;8;2018;7;28;28-7-2018;2;0;710
CORONEL;8;2018;7;28;28-7-2018;2;0;437
PUNTA ARENAS;12;2018;7;28;28-7-2018;6;0;149
PUERTO NATALES;12;2018;7;28;28-7-2018;6;0;171
ANTOFAGASTA;2;2018;7;28;28-7-2018;4;0;656
CALAMA;2;2018;7;28;28-7-2018;7;0;1942
LA SERENA;4;2018;7;28;28-7-2018;3;0;501
TALAGANTE;13;2018;7;28;28-7-2018;3;0;685
BUIN;13;2018;7;28;28-7-2018;1;0;476
COPIAPO;3;2018;7;28;28-7-2018;8;0;1631
SANTA CRUZ;6;2018;7;28;28-7-2018;1;0;192
RANCAGUA;6;2018;7;28;28-7-2018;1;0;482
PUERTO AYSÉN;11;2018;7;28;28-7-2018;3;0;0
VALDIVIA;14;2018;7;29;29-7-2018;6;0;457
OSORNO;10;2018;7;29;29-7-2018;4;0;189
PUERTO MONTT;10;2018;7;29;29-7-2018;4;0;147
ARICA;15;2018;7;29;29-7-2018;7;0;1028
Temuco;9;2018;7;29;29-7-2018;6;0;1541
VILLARICA;9;2018;7;29;29-7-2018;4;0;225
TEMUCO;9;2018;7;29;29-7-2018;10;0;1509
VICTORIA;9;2018;7;29;29-7-2018;3;0;309
HUALPÉN;8;2018;7;29;29-7-2018;1;0;13
TALCAHUANO;8;2018;7;29;29-7-2018;3;0;442
LOS ANGELES;8;2018;7;29;29-7-2018;2;0;273
CONCEPCION;8;2018;7;29;29-7-2018;2;0;618
CORONEL;8;2018;7;29;29-7-2018;2;0;380
PUNTA ARENAS;12;2018;7;29;29-7-2018;6;0;43
PUERTO NATALES;12;2018;7;29;29-7-2018;6;0;39
ANTOFAGASTA;2;2018;7;29;29-7-2018;4;0;521
CALAMA;2;2018;7;29;29-7-2018;7;0;1502
LA SERENA;4;2018;7;29;29-7-2018;3;0;353
TALAGANTE;13;2018;7;29;29-7-2018;3;0;516
BUIN;13;2018;7;29;29-7-2018;1;0;383
COPIAPO;3;2018;7;29;29-7-2018;8;0;1113
SANTA CRUZ;6;2018;7;29;29-7-2018;1;0;96
RANCAGUA;6;2018;7;29;29-7-2018;1;0;301
PUERTO AYSÉN;11;2018;7;29;29-7-2018;3;0;3
VALDIVIA;14;2018;7;30;30-7-2018;6;0;716
OSORNO;10;2018;7;30;30-7-2018;4;0;637
PUERTO MONTT;10;2018;7;30;30-7-2018;4;0;173
ARICA;15;2018;7;30;30-7-2018;7;0;2181
Temuco;9;2018;7;30;30-7-2018;6;0;2090
VILLARICA;9;2018;7;30;30-7-2018;4;0;280
TEMUCO;9;2018;7;30;30-7-2018;10;0;2218
VICTORIA;9;2018;7;30;30-7-2018;3;0;600
HUALPÉN;8;2018;7;30;30-7-2018;1;0;21
TALCAHUANO;8;2018;7;30;30-7-2018;3;0;466
LOS ANGELES;8;2018;7;30;30-7-2018;2;0;535
CONCEPCION;8;2018;7;30;30-7-2018;2;0;1376
CORONEL;8;2018;7;30;30-7-2018;2;0;539
PUNTA ARENAS;12;2018;7;30;30-7-2018;6;0;115
PUERTO NATALES;12;2018;7;30;30-7-2018;6;0;115
ANTOFAGASTA;2;2018;7;30;30-7-2018;4;0;800
CALAMA;2;2018;7;30;30-7-2018;7;0;2126
LA SERENA;4;2018;7;30;30-7-2018;3;0;555
TALAGANTE;13;2018;7;30;30-7-2018;3;0;759
BUIN;13;2018;7;30;30-7-2018;1;0;568
COPIAPO;3;2018;7;30;30-7-2018;8;0;2174
SANTA CRUZ;6;2018;7;30;30-7-2018;1;0;280
RANCAGUA;6;2018;7;30;30-7-2018;1;0;626
PUERTO AYSÉN;11;2018;7;30;30-7-2018;3;0;7
VALDIVIA;14;2018;7;31;31-7-2018;6;0;826
OSORNO;10;2018;7;31;31-7-2018;4;0;733
PUERTO MONTT;10;2018;7;31;31-7-2018;4;0;200
ARICA;15;2018;7;31;31-7-2018;7;0;2065
Temuco;9;2018;7;31;31-7-2018;6;0;2208
